X5L,X6L,X5L.1,X6L.1,X20L,X22L,X23L,X39L,X44L,X46L,X58L,X62L,X67L,X73L,X78L,X93L,X98L,X110L,X114L,X116L,X117L,X120L,X124L,X130L,X132L,X133L,X143L,X144L,X145L,X146L,X149L,X153L,X172L,X173L,X180L,X182L,X185L,X186L,X192L,X200L,X204L,X207L,X219L,X231L,X232L,X240L,X248L,X249L,X253L,X254L,X255L,X271L,X285L,X289L,X290L,X300L,X319L,X332L,X351L,X358L,X359L,X369L,X375L,X379L,X382L,X392L,X394L,X405L,X413L,X419L,X421L,X435L,X441L,X448L,X460L,X465L,X468L,X471L,X475L,X479L,X483L,X484L,X485L,X490L,X495L,X510L,X515L,X527L,X539L,X563L,X565L,X566L,X572L,X577L,X581L,X586L,X590L,X592L,X594L,X595L,X596L,X600L,X602L,X604L,X610L,X633L,X635L,X653L,X658L,X664L,X668L,X669L,X671L,X680L,X688L,X689L,X690L,X694L,X695L,X703L,X709L,X722L,X731L,X735L,X737L,X742L,X743L,X755L,X758L,X761L,X763L,X764L,X767L,X785L,X786L,X800L,X806L,X816L,X817L,X821L,X828L,X829L,X832L,X837L,X840L,X842L,X845L,X854L,X857L,X860L,X873L,X879L,X887L,X899L,X904L,X919L,X921L,X926L,X930L,X938L
5,6,5,6,20,22,23,39,44,46,58,62,67,73,78,93,98,110,114,116,117,120,124,130,132,133,143,144,145,146,149,153,172,173,180,182,185,186,192,200,204,207,219,231,232,240,248,249,253,254,255,271,285,289,290,300,319,332,351,358,359,369,375,379,382,392,394,405,413,419,421,435,441,448,460,465,468,471,475,479,483,484,485,490,495,510,515,527,539,563,565,566,572,577,581,586,590,592,594,595,596,600,602,604,610,633,635,653,658,664,668,669,671,680,688,689,690,694,695,703,709,722,731,735,737,742,743,755,758,761,763,764,767,785,786,800,806,816,817,821,828,829,832,837,840,842,845,854,857,860,873,879,887,899,904,919,921,926,930,938
